Client_Name,Manufacturer,Category,Registration_Date,Local_Agent,Expiry_Date,Product_Name,Product_Category
"ENTRANCE PHARMACEUTICALS & RESEARCH CENTRE, P.O.BOX CT 10805 ACCRA","ENTRANCE PHARMACEUTICALS & RESEARCH CENTRE, P.O.BOX CT 10805, ACCRA",Drugs,30/08/2021,"ENTRANCE PHARMACEUTICALS & RESEARCH CENTRE, P.O.BOX CT 10805 ACCRA",01/09/2026,CIPROFLOXACIN 500MG TABLETS,Drugs and Nutraceuticals
INTRAVENOUS INFUSIONS LIMITED P.O BOX 63 EFIDUASE -KOFORIDUA,INTRAVENOUS INFUSIONS LIMITED P.O BOX 63 EFIDUASE -KOFORIDUA,Drugs,12/07/2023,INTRAVENOUS INFUSIONS LIMITED P.O BOX 63 EFIDUASE -KOFORIDUA,01/08/2028,INTRAFLEX DEXTROSE,Drugs and Nutraceuticals
SALOM PHARMACY LIMITED P.O BOX 4901 KUMASI GHANA,SALOM PHARMACY LIMITED; P.O.BOX 4901 KUMASI,Drugs,16/12/2021,SALOM PHARMACY LIMITED P.O BOX 4901 KUMASI GHANA,31/12/2026,AMCOF ADULT COUGH SYRUP,Drugs and Nutraceuticals
MISSION VIVACARE LIMITED,"Modi-Mundio Pharma Limited - 1400, Henkunt Pharma Tower, 98, Nehru Rlace New De, India",Drugs,02/10/2023,"Bons Pharmacy Limited - P.O. Box 16815, Okaishie – Accra",01/12/2026,MIZOL PLUS  CREAM  (  Clotrimazole / Betamethasone Dipropionate / Neomycin Sulphate 1%w/w/ 0.5%w/w/ 0.5%w/w),Drugs and Nutraceuticals
PHARMANOVA LIMITED NO 3 OKODAN STREET OSU MANHEAN ACCRA GHANA,PHARMANOVA LIMITED ACCRA,Drugs,09/04/2024,"PHARMANOVA LIMITED; P.O.BOX AT 579, ACHIMOTA ACCRA",01/05/2029,AMLONOVA 10,Drugs and Nutraceuticals
Menzbek Africa Co. Ltd -,"Enicar Pharmaceuticals Private Limited - J-214,J-215 Midc  Tarapur Boisar Dist Thane 401506, India",Drugs,05/03/2024,Menobek Limited - P.O.Box 5527 Accra-North,01/04/2027,NIGHT TIME COLD/FLU  SYRUP   (Each 10ml contains  Acetaminophen/Dextromethorphen/Phenylephine  325mg/30mg/12.5mg),Drugs and Nutraceuticals
"JANSSEN CILAG INTERNATIONAL, NV TURNHOUTSEWEG 30 BEERSE, BELGIUM",JANSSEN CILAG INTERNATIONAL NV TURNHOUTSEWEG 30 B-2340 BEERSE BELGIUM,Drugs,08/03/2024,"JOHNSON&JOHNSON, 3RD FLOOR NESTER SQUARE BUILDING, AIRPORT CITY, ACCRA",01/07/2029,SIRTURO 100MG TABLET,Drugs and Nutraceuticals
"AXA PARENTERALS LIMITED PLOT NO 936,937&939, VILL KRISHANPUR ROORKEE 247667 DIST HARIDWAR ULTARALCHAND INDIA",AXA PARENTERALS LIMITED,Drugs,15/03/2024,HAMSGLORE LIMITED P.O BOX LT 260 LATERBIOKORSHIRE ACCRA,01/07/2026,AXADEX D50,Drugs and Nutraceuticals
"CIRON DRUGS AND PHARMACEUTICALS PVT. LIMITED, 35-37, 43-45, CFC-13, PALGHAR, MAHARASTRA, INDIA",CIRON DRUGS & PHARMACEUTICALS PVT LIMITED,Drugs,22/09/2024,"OSON'S CHEMIST LIMITED, D759 14 KIMBERLEY AVENUE, OKAISHIE, P.O.BOX 18473, ACCRA, GHANA",01/11/2029,CARDIGEN RETARD 20 TABLETS,Drugs and Nutraceuticals
"RENIE CHEMIST LIMITED, P.O.BOX AN 15194 ACCRA",PROWILL PHARMACEUTICALS PVT LIMITED,Drugs,17/04/2024,"RENIE CHEMIST LIMITED, P.O.BOX AN 15194 ACCRA",01/09/2029,BLUKOF ADULT DRY COUGH SYRUP,Drugs and Nutraceuticals
"RONAK EXIM PVT LIMITED; SANT KABIR ROAD, BEHIND GENDI GATE POLICE STATION BARODA VADODARA 390001 GUJARAT, INDIA","Ronak Exim Private Limited - Sant Kabir Road, Gendi Gate Vadodara-390001, Gujar, India",DRUGS,30/01/2024,"Roxin Ghana Limited - Pmb 78,Osu No. 12 Osu Avenue Ext. Switch Back Road, Adjacent Police Hq. Cantonments Accra",31/12/2026,RONLUZ  TABLETS,Drugs and Nutraceuticals
PHARMANOVA LIMITED NO 3 OKODAN STREET OSU MANHEAN ACCRA GHANA,"PHARMANOVA LIMITED NO. 3 OKODAN STREET OSU-MANHEAN ACCRA, P.O.BOX AT 579 ACCRA",Drugs,11/11/2021,"PHARMANOVA LIMITED; P.O.BOX AT 579, ACHIMOTA ACCRA",01/12/2026,DOXIN 100 TABLETSS,Drugs and Nutraceuticals
"EMCURE PHARMACEUTICAL LIMITED EMCURE HOUSE, T 184, MIDC RD, BHOSARI, PIMPRI-CHINCHWAD, MAHARASHTRA 411026, INDIA",EMCURE PHARMACEUTICALS LIMITED,Drugs,18/07/2023,"OSON'S CHEMIST LIMITED, D759 14 KIMBERLEY AVENUE, OKAISHIE, P.O.BOX 18473, ACCRA, GHANA",01/08/2026,ASOMEX 5,Drugs and Nutraceuticals
OA&J PHARMACEUTICALS LIMITED,OA & J PHARMACEUTICALS LIMITED PLOT NO IND /A/71/G/11 HEAVY INDUSTRIAL AREA TEMA,Drugs,02/10/2023,"OA&J PHARMACEUTICALS LIMITED, PLOT NO IND/A/71/G/11, TEMA HEAVY INDUSTRIAL AREA, ACCRA-GHANA",01/05/2029,FERUM FORTE CAPSULES,Drugs and Nutraceuticals
"Novartis Pharma Ag - Lichtstrasse 35 4056   Basel, Switzerland","Delpharm Huninue S.A.S - 26 Rue De La Chapelle, 68330 Huningue, France",Drugs,23/08/2024,Novartis Ghana Limited - Anysia Building 17 Ringway   OS 89 Osu   Accra,01/12/2029,TEGRETOL 2% ORAL SUSPENSION,Drugs and Nutraceuticals
"ENTRANCE PHARMACEUTICALS & RESEARCH CENTRE, P.O.BOX CT 10805 ACCRA",ENTRANCE PHARMACEUTICALS AND RESEARCH CENTRE P.O BOX CT 10805 ACCRA,Drugs,02/10/2023,"ENTRANCE PHARMACEUTICALS & RESEARCH CENTRE, P.O.BOX CT 10805 ACCRA",01/07/2029,ENTRACOLD TABLET,Drugs and Nutraceuticals
"KEPRO BV P.O.BOX 2081 7420 AB DEVENTER, THE NETHERLANDS",KEPRO B.V. MAAGDENBURGSTRAAT 17 7421 ZA DEVENTER HOLLAND,Drugs,03/07/2024,FRANKATSON LIMITED; P.O.BOX KN 835 ACCRA,01/05/2029,LEVASOLE 200 WSP,Drugs and Nutraceuticals
"BASE PHARMACY  Co. LIMITED, P.O.BOX 034 OSU ACCRA-GHANA","Centurion Laboratories - Plot No. G/5 & G/6 Industrial Estate Gorwa Baroda-, India",Drugs,27/05/2024,"BASE PHARMACY CO. LIMITED P.O.BOX 034, OSU; GREEN VILLE AVENUE BEHIND SIC BUILDING OPP MTTC ACCRA-GHANA",01/06/2029,VITA POWER CAPSULES,Drugs and Nutraceuticals
"MSN LABORATORIES PRIVATE LIMTED, MSN HOUSE PLOT NO. C24, INDUSTRIAL ESTATE SAMATHNAGAR HYDERABAD 500 98 INDIA",MSN LABORATORIES LIMITED,Drugs,01/07/2024,"BEDITA PHARMACY, P.O.BOX CT 3780, CANTONMENTS ACCRA, GHANA",01/02/2029,COSAMIDE 100MG TABLET,Drugs and Nutraceuticals
"ENTRANCE PHARMACEUTICALS & RESEARCH CENTRE, P.O.BOX CT 10805 ACCRA",ENTRANCE PHARMACEUTICALS AND RESEARCH CENTRE NO 16 OKPOI GONNA SPINTEX ROAD ACCRA,Drugs,02/10/2023,"ENTRANCE PHARMACEUTICALS & RESEARCH CENTRE, P.O.BOX CT 10805 ACCRA",01/12/2028,ENTRAMOL PLUS TABLET,Drugs and Nutraceuticals
DAS PHARMA  LIMITED; P.O.BOX 5258 ACCRA,DAS PHARMA LIMITED P.O.BOX 5258 ACCRA,Drugs,01/07/2021,DAS PHARMA LIMITED P.O.BOX 5258 ACCRA,01/08/2026,STESOLID 10MG TABLETS,Drugs and Nutraceuticals
TROGE MEDICAL GMBH,REYOUNG PHARMACEUTICALS CO. LIMITED,Drugs,06/12/2023,ERNEST CHEMIT LIMITED P.O.BOX 3345 ACCRA,31/12/2026,TRO-AMOXICLAV POWDER FOR INJECTION  (Each vial contains 600mg powder  Amoxicillin /Clavulanic Acid 500mg/100mg),Drugs and Nutraceuticals
"GB PHARMA LIMITED, 65 CHATSWORTH ROAD LONDON NW2 4BG UNITED KINGDOM","Lincoln Parenterals Limited - 11 Trimul Estate Knatrai 7Al Kalol Gandhunagar Guj, India",Drugs,09/08/2023,GB PHARMA(GH) LIMITED P.O BOX 18100 GPO ACCRA,01/09/2026,GEBECIP 0.3%,Drugs and Nutraceuticals
"VEGAGEN  UK LIMITED.THE LITTON SUITE SHEEPBRIDGE BUSINESS CENTER CHESTERFIELD S41.9ED,UK.","Vega Biotech - Adnova Healthcare Pvt Limited, India",Drugs,02/10/2023,"Panacea Pharmaceuticals Limited. - H/No Plot 10 Block Iv, Asokwa, Kumasi",01/11/2026,ATORVASTATIN CALCIUM 20MG TABLETS,Drugs and Nutraceuticals
"RONAK EXIM PVT LIMITED; SANT KABIR ROAD, BEHIND GENDI GATE POLICE STATION BARODA VADODARA 390001 GUJARAT, INDIA","BAADER SCHULZ LAB PLOT NO. J-60IDC MAHATMA GANDHI UDYOG NAJAR DHABHEL, DAMAN 396210. U.T. INDIA",Drugs,03/05/2024,"ROXIN GHANA LIMITED; NO 12 OSU AVENUE EXT, SWITCH BACKGROUND, ADJACENT POLICE HQ CANTONMENT, ACCRA GHANA",01/07/2029,PARAFENAC J TABLETS,Drugs and Nutraceuticals
"LAVINA PHARMACEUTICALS PVT. LIMITED, SATRA PLAZA, OFFICE NO.402 PLOT NO. 19-20, SECTOR-19 D, PALM BEACH RD, NAVI MUMBAI, MAHARASHTRA 400703, INDIA","Brassica Pharma Pvt. Ltd - Plot No. T-68, T-68 (PT), T-63, MIDC, Tarapur Boiser (W), Thane 401502, Maharashtra State., India",Drugs,07/02/2024,ERNEST CHEMIST LIMITED P.O.BOX 3345 ACCRA,01/07/2029,SILVER SULFADIAZINE CREAM,Drugs and Nutraceuticals
"RENIE CHEMIST LIMITED, P.O.BOX AN 15194 ACCRA","PHARMAX INDIA PRIVATE LIMITED 9 KARLA INDUSTRIAL ESTATE NETAJI PALKAR ROAD NARAYAM NAGAR GHARKOPAR, WEST MUMBAI 400086, MAHARASHTRA STATE, INDIA",Drugs,29/08/2024,"RENIE CHEMIST LIMITED, P.O.BOX AN 15194 ACCRA",01/12/2029,BLUXATROL EYE DROPS,Drugs and Nutraceuticals
"RENIE CHEMIST LIMITED, P.O.BOX AN 15194 ACCRA","Prowill Pharmaceuticals Private. Limited. - D28/16, Ttc Industrial Area, Turbhe Midc, Navi Mum, India",Drugs,12/04/2024,"RENIE CHEMIST LIMITED, P.O.BOX AN 15194 ACCRA",01/08/2026,BLUCIN 150,Drugs and Nutraceuticals
"AXA PARENTERALS LIMITED PLOT NO 936,937&939, VILL KRISHANPUR ROORKEE 247667 DIST HARIDWAR ULTARALCHAND INDIA","AXA PARENTERALS LIMITED, PLOT NO. 936, 937, 939, KISHAMPUR, JAMALPUR, ROORKEE 247667, UTTARAKHAND, INDIA",Drugs,26/08/2024,"Kripa Pharma Limited  - 804/96 Agbani Street,Opp. New Page School, Kokomlemle,Accra – 23301. Ghana",01/05/2029,AXACROME EYE DROPS,Drugs and Nutraceuticals
"ENTRANCE PHARMACEUTICALS & RESEARCH CENTRE, P.O.BOX CT 10805 ACCRA","ENTRANCE PHARMACEUTICALS & RESEARCH CENTRE, P.O.BOX CT 10805, ACCRA",Drugs,30/08/2021,"ENTRANCE PHARMACEUTICALS & RESEARCH CENTRE, P.O.BOX CT 10805 ACCRA",01/09/2026,LUFART DS TABLETS,Drugs and Nutraceuticals
Ernest Chemist Limited,ERNEST CHEMIST LIMITED,Drugs,01/08/2024,ERNEST CHEMIT LIMITED P.O.BOX 3345 ACCRA,01/10/2028,LIVERTONE JUNIOR BLOOD TONIC,Drugs and Nutraceuticals
OA&J PHARMACEUTICALS LIMITED,"OA&J PHARMACEUTICALS LIMITED, PLOT NO IND/A/71/G/11, TEMA HEAVY INDUSTRIAL AREA, ACCRA-GHANA",Drugs,22/09/2021,"OA&J PHARMACEUTICALS LIMITED, PLOT NO IND/A/71/G/11, TEMA HEAVY INDUSTRIAL AREA, ACCRA-GHANA",01/10/2026,AMANAT 5MG TABLETS,Drugs and Nutraceuticals
"M&G PHARMACEUTICALS, P.O.BOX GPO 1681 ACCRA",M&G PHARMACEUTICALS LIMITED D446/1 BANNERMAN ROAD JAMES TOWN-ACCRA,Drugs,02/10/2023,"M&G PHARMACEUTICALS, P.O.BOX GPO 1681 ACCRA",01/09/2026,TABLETS  (Each tablet contains  Paracetamol 500mg),Drugs and Nutraceuticals
"POKUPHARMA LIMITED, P.O.BOX 3009, KUMASI-GHANA","Pokupharma Company Limited - P.O Box 3009, Kumasi, Ghana",Drugs,02/10/2023,"POKUPHARMA LIMITED, P.O.BOX 3009, KUMASI-GHANA",01/11/2029,ODYMIN TABLETS  (Each tablet contains Cyproheptadine Hydrochloride/ Vitamin B1/ Vitamin B2/ Vitamin B6/ Calcium Pantothenate 4mg/2mg/2.2mg/1.5mg/5mg),Drugs and Nutraceuticals
INDUS LIFESCIENCES PVT. LIMITED; INDUS HOUSE 24-I SUBRAMAICA STREET ABHIRAMAPURAM CHENNAI 600018 INDIA,MMC HEALTHCARE LIMITED NO. 34B SIDCO INDUSTRIAL ESTATE THIROMAZHISAL CHENNEI 600124,Drugs,16/04/2024,"Carel Logistics Limited - Tamara Building, House No. C612, Tesano, Near The Tesano Police Station, Accra",01/07/2026,YELOVITZ  CAPSULES  (Each capsule contains Curcuma longa/ Piperine/ Zinc/ Vitamin D3/ Vitamin C 150mg/10mg/10mg/300 iu/75mg),Drugs and Nutraceuticals
MYLAN LABORATORIES LIMITED,MYLAN LABORATORIES LIMITED,Drugs,02/06/2023,"Worldwide Healthcare Limited - Plot 137, Tema Motorway Industrial Area Near Cocacola Roundabout Spintex Road Accra",01/07/2026,TABLETS  (Each tablet contains Abacavir Sulfate/Lamivudine 120mg/60mg),Drugs and Nutraceuticals
"KNVM MEDICARE PVT. LIMITED; KH NO 959 UDYOG KUNJ, GHAZIABAD UP, INDIA","Aishwarya Lifesciences - Plot No 11 Industrial Area Village Lodhimajra P O Manpura District Solan Himachal Pradesh, India",Drugs,05/09/2024,"MedHouse Pharmaceutical Limited - Fokal House, No.3, (first floor), Official Street, Adabraka, Accra, Ghana",01/03/2030,KMBACT SOLUTION,Drugs and Nutraceuticals
"GR INDUSTRIES LIMITED, P.O.BOX 3368 ACCRA, GHANA","GR INDUSTRIES LIMITED, P.O.BOX 3368 ACCRA",Drugs,20/09/2021,"GR INDUSTRIES LIMITED, P.O.BOX 3368 ACCRA, GHANA",01/10/2026,FLUCLOXACIILLIN BP 250MG CAPSULES,Drugs and Nutraceuticals
"OTSUKA PHARMACEUTICAL LIMITED, SURVEY NO. 199 TO 201, 208 TO 210 VILLAGE VASANA CHACHARWADI TAL SANAND AHMEDABAD 382213 INDIA",OTSUKA PHARMACEUTICALS PVT LIMITED VILLAGE SURVEY NO 199 TO 201 & 208 TO 210 VILLAGE VASANA CHACHAWADI TALSAMAD INDIA,Drugs,16/07/2024,"SUPRA PHARMA LIMITED; NO. 6 NII BONIE LOOP DZORWULU PMB CT 333 CANTONMENTS, GHANA",01/09/2026,VITRINAL  INJECTION,Drugs and Nutraceuticals
SALOM PHARMACY LIMITED P.O BOX 4901 KUMASI GHANA,"SALOM PHARMACY LIMITED, P.O.BOX 4901 KUMASI",Drugs,10/09/2021,SALOM PHARMACY LIMITED P.O BOX 4901 KUMASI GHANA,01/10/2026,SALO C TABLETS,Drugs and Nutraceuticals
BIOCODEX-7 AVENUE GAL LIENI-94250 GENTILY FRANCE,BIOCODEX,Drugs,17/04/2024,Tridem Pharma Ghana Limited - 66/c Nii Bonnie Crescent Dzorwulu Accra. P.O.Box Kpmb 58 Kia Accra,01/09/2029,BIOFLOR 200MG POWDER FOR ORAL SUSPENSION,Drugs and Nutraceuticals
Ernest Chemist Limited,"Ernest Chemists Limited  - Plot 16/17 Tema Heavy Industrial Area   P. O. Box 3345, Accra , Ghana",Drugs,01/08/2024,ERNEST CHEMIT LIMITED P.O.BOX 3345 ACCRA,31/12/2028,METRO-Z ORAL SUSPENSION,Drugs and Nutraceuticals
"ALCON COUVREUR 
NV RIJKSWEG 14
2870 PUURS-BELGIUM","S.A. Alcon-Convireus N.V - Rijlisweg 14 B 2870, Belgium",Drugs,29/03/2024,"PARACELCUS PHARMACY & MARKETING COMPANY LIMITED - Pokua House Mission Street Ext, OSU, RE, Accra, P.o.Box CT 2584, Cantoments ,Accra- Ghana",01/02/2029,TEARS NATURALE II EYE DROPS,Drugs and Nutraceuticals
V.M.D NV,"laboratoires biove - 3 RUE DE LORRAINE 62510, ARQUES, HAUTS DE FRANCE, France",Drugs,17/05/2023,FRANKATSON LIMITED; P.O.BOX KN 835 ACCRA,01/12/2026,"PEN-STREP 20/20 SUSPENSION FOR INJECTION  (Each ml contains Benzylpenicillin procaine 200,000iu/ Dihydrostreptomycin base 200mg Benzylpenicillin procaine/Benzylpenicillin procaine/Dihydrostreptomycin base 200,000iu/200mg)",Drugs and Nutraceuticals
"LAVINA PHARMACEUTICALS PVT. LIMITED, SATRA PLAZA, OFFICE NO.402 PLOT NO. 19-20, SECTOR-19 D, PALM BEACH RD, NAVI MUMBAI, MAHARASHTRA 400703, INDIA",SAMRUDH  PHARMACEUTICALS PVT LIMITED,Drugs,15/06/2023,ERNEST CHEMIT LIMITED P.O.BOX 3345 ACCRA,01/07/2026,LAVIFLAM-250,Drugs and Nutraceuticals
"ABBOTT LABORATORIES (PTY) LIMITED 219 GOLF CLUB TERRACE. CONSTANTIA KLOOF, 1709 JOHANNESBURG SOUTH AFRICA",ABBVIE S.R.L 148 PONTINA KM 52 04011 COMPROVERDE DL APPULA ITALY,Drugs,30/08/2024,"EAST CANTONMENTS PHARMACY, P.O.BOX, GP 40149, ACCRA",01/04/2026,KLACID XL TABLETS,Drugs and Nutraceuticals
NEW GLOBAL PHARMACEUTICAL LIMITED,"NEW GLOBAL PHARMACEUTICAL LIMITED
, P.O.BOX 2448 ACCRA",Drugs,31/05/2021,NEW GLOBAL PHARMACEUTICAL LIMITED P.O.BOX 2448 ACCRA,01/06/2026,GLOPEX BLOOD TONIC,Drugs and Nutraceuticals
ONYX PHARMA,"Onyx Pharma     - 17 Pruthvinagar Satara Pariser   Aurandabad 431010 MS  , India",Drugs,06/09/2024,"RICHBEN PHARMACY LIMITED, 37 MILLITARY ROAD NEAR SHELL TRAINES SCHOOL ACCRA GHANA",01/08/2029,ONITA SYRUP,Drugs and Nutraceuticals
TROGE MEDICAL GMBH,"CISEN PHARMACEUTICAL COMPPANY LIMITED, TONGYI TECH INDUSTRY GARDEN",Drugs,18/04/2023,ERNEST CHEMIT LIMITED P.O.BOX 3345 ACCRA,01/05/2026,PARACETAMOL,Drugs and Nutraceuticals
VITACURA PHARMACEUTICALS,"ENICAR PVT. LIMITED, PLOT NO. J-214, 215, 216, MIDC , TARAPUR BOISAR-DIST. PALGHAR 401506, INDIA",Drugs,22/08/2024,"M&G Pharmaceuticals Limited - D446/1 Bannerman Road, James Town, Accra",01/08/2029,ALTAMIN SYRUP  (Each 15ml contains  L-leucine/L-Isoleucine/L-Lysine hydrochloride/L-Phenylalanine/L-Threonine/L-Methionine/L-Tryptophan/L-valine/Thiamine Hydrochloride/Riboflavin/Pyridoxine Hydrochloride/Nicotinamide/Calcium Pantothenate/Cyanocobalamin/Folic acid/Ascorbic acid 18.3mg/5.9mg/25mg/5mg/4.2mg/9.2mg/5mg/6.7mg/5mg/3mg/1.5mg/25mg/5mg/2.5mcg/0.75mg/40mg/2500IU/200IU/7.50IU),Drugs and Nutraceuticals
"GR INDUSTRIES LIMITED, P.O.BOX 3368 ACCRA, GHANA",GR INDUSTRIES LIMITED 15/5 VALCO ROAD HEAVY INDUSTRAIL AREA TEMA,Drugs,10/04/2024,"GR INDUSTRIES LIMITED, P.O.BOX 3368 ACCRA, GHANA",15/04/2028,GR MOX DRY SYRUP,Drugs and Nutraceuticals
"KINAPHARMA LIMITED, P.O.BOX, 241, TRADE FAIR, LA, ACCRA, GHANA","KINAPHARMA LIMITED, P.O.BOX 241, TRADE FAIR LA, GHANA",Drugs,29/10/2021,"KINAPHARMA LIMITED, P.O.BOX, 241, TRADE FAIR, LA, ACCRA, GHANA",01/11/2026,ANTASIL TABLETS,Drugs and Nutraceuticals
"HEBEI NEW CENTURY PHARMA CO.LTD - No.189 Taihang Street Hi-tech Zone, Shijiazhuang 050035. Hebei China, China","HEBEI NEW CENTURY PHARMA CO.LTD - No.189 Taihang Street Hi-tech Zone, Shijiazhuang 050035. Hebei China, China",Drugs,21/02/2024,"Frankatson Ltd, -  Adom Fie, 28 Orgle Road, P.O. Box KN835, Kaneshie, Accra.",01/03/2027,"MULTIVITAMIN VF SOLUBLE POWDER  (Each gram(g) contains: Vitamin A/ Vitamin D3/ Vitamin E/ Vitamin K3/ Vitamin B6/ Vitamin B12/ Vitamin B1/ Vitamin B2/ Vitamin C/ Folic acid/ Pantothenic acid/ Niacin/ Biotin 10,000iu/ 2,000iu/ 10mg/ 2mg/ 1mg/ 10mg/ 1mg/ 1mg/ 2mg/ 50mcg/ 1mg/ 2mg/ 50mcg)",Drugs and Nutraceuticals
"POKUPHARMA LIMITED, P.O.BOX 3009, KUMASI-GHANA",M&G PHARMACEUTICALS LIMITED,Drugs,02/10/2023,"POKUPHARMA LIMITED, P.O.BOX 3009, KUMASI-GHANA",01/06/2029,JARIFAN -2,Drugs and Nutraceuticals
OA&J PHARMACEUTICALS LIMITED,"OA&J PHARMACEUTICALS LIMITED, PLOT NO IND/A/71/G/11, TEMA HEAVY INDUSTRIAL AREA, ACCRA-GHANA",Drugs,22/09/2021,"OA&J PHARMACEUTICALS LIMITED, PLOT NO IND/A/71/G/11, TEMA HEAVY INDUSTRIAL AREA, ACCRA-GHANA",01/10/2026,O-PRIL 5MG TABLETS,Drugs and Nutraceuticals
"RONAK EXIM PVT LIMITED; SANT KABIR ROAD, BEHIND GENDI GATE POLICE STATION BARODA VADODARA 390001 GUJARAT, INDIA","Ronak Exim Private. Limited. - Sant Kabir Road, Behind Gendi Gate Police Station, India",Drugs,28/08/2024,"Roxin Ghana Limited - Pmb 78,Osu No. 12 Osu Avenue Ext. Switch Back Road, Adjacent Police Hq. Cantonments Accra",01/11/2028,PICRON COLD & FLU TABLETS,Drugs and Nutraceuticals
KOFIKROM PHARMACEUTICALS LIMITED SSNIT FLATS A1/4 DTD SAKUMONO ESTATE COMM 13 TEMA GHANA,"Kofikrom Pharmacy Limited  - SSNIT Flats A1/4, DTD Sankumono Estate Community 13, Tema, Ghana., Ghana",Drugs,23/07/2024,KOFIKROM PHARMACEUTICALS LIMITED SSNIT FLATS A1/4 DTD SAKUMONO ESTATE COMM 13 TEMA GHANA,01/09/2029,PINEK 20 TABLETS,Drugs and Nutraceuticals
CADILA HEALTHCARE PHARMACEUTICALS  LIMITED; 1389 DHOLKA 387810 DISTRICT  AHMEDAHAD  GUJARAT  STATE INDIA,"CADILA PHARMACEUTICALS LIMITED, 1389 TRASAD ROAD 382225, AHMEDABAD GUJARAT, INDIA",Drugs,12/04/2021,"UNICHEM INDUSTRIES LIMITED, P.O.BOX 15146 ACCRA",01/09/2029,ONSETT 4 TABLETS,Drugs and Nutraceuticals
Indus Life Sciences Pvt Ltd,"Sunways Rohto Pharmaceutcals Private Limited - 803141J Gidc Dnolka Ahmedabad, India",Drugs,21/07/2023,"Carel Logistics Limited - Tamara Building, House No. C612, Tesano, Near The Tesano Police Station, Accra",01/05/2027,OLAPTIN EYE DROPS  ( Olopatadine hydrochloride 0.1%w/v)),Drugs and Nutraceuticals
"DENK PHARMA GMBH & CO KG PRINZREGENTENSTRAßE 79, 81675 MÜNCHEN, GERMANY","Denk Pharma & Co KG  - Prinzregentenstr 79 81675 Muchen, Germany",Drugs,29/08/2024,GREEN OLIVES PARTNERS LIMITED APEX SQUARE NO 6 GEORGE WALKER BUSH HIGHWAY DZORWULU ACCRA,01/12/2029,ROSUVASTATIN DENK 20MG TABLETS,Drugs and Nutraceuticals
NAVKAR LIFESCIENCES,NAVKAR LIFESCIENCES,Drugs,02/10/2023,"RICHBEN PHARMACY LIMITED, 37 MILLITARY ROAD NEAR SHELL TRAINES SCHOOL ACCRA GHANA",01/08/2029,ARTINAV-LF 560MG,Drugs and Nutraceuticals
CENTURION PVT LIMITED 601 ATLANTIS HEIGHTS SARABHAI COMPOUND WADI. KAADI VADODARA GUJARAT-390007 INDIA,"MERCURY LABORATORIES LIMITED UNIT NO. 2 HALOL-BARODA JAROD, WAGHODIA VADODARA-391510 GUJARAT-INDIA",Drugs,27/05/2024,"UNICOM CHEMIST LIMITED, P.O.BOX OS 591, GHANA",01/05/2029,ARTEMET 60/360 KID TABLETS,Drugs and Nutraceuticals
PHARMATRUST LIMITED; SCC NEW WEIJA GIREL BEHIND SCC POLICE STATION; P.O BOX OS 2621 OSU ACCRA,"ENICAR PHARMACEUTICAL PVT LIMITED, 5-214, 215, MIDC JARAPUR BOISAR, DIST-PALGHA-401506 INDIA",Drugs,01/08/2024,PHARMATRUST LIMITED; SCC NEW WEIJA GIREL BEHIND SCC POLICE STATION; P.O BOX OS 2621 OSU ACCRA,01/07/2029,KELCUF JUNIOR COUGH,Drugs and Nutraceuticals
"TRADE WINDS CHEMIST LIMITED, P.O BOX 8412 ADUM-KUMASI",TRADE WINDS CHEMIST  LIMITED P.O BOX 8412 ADUM KUMASI,Drugs,02/10/2023,"Trade Winds Chemist Limited - P.O.Box 8412 Adum, Kumasi",01/11/2028,TRACIN  TABLETS  (Each tablet contains Ciprofloxacin 500mg),Drugs and Nutraceuticals
UNICHEM INDUSTRIES LIMITED,UNICHEM INDUSTRIES LIMITED,Drugs,03/04/2020,"UNICHEM INDUSTRIES LIMITED, P.O.BOX 15146 ACCRA",01/10/2026,KEFROX,Drugs and Nutraceuticals
"M&G PHARMACEUTICALS, P.O.BOX GPO 1681 ACCRA",M&G PHARMACEUTICALS LIMITED P.O BOX 1681 ACCRA,Drugs,21/02/2024,"M&G PHARMACEUTICALS, P.O.BOX GPO 1681 ACCRA",01/08/2029,ASCORYL,Drugs and Nutraceuticals
"Novartis Pharma Ag - Lichtstrasse 35 4056   Basel, Switzerland","Novartis Farma S.P.A - Via Promciale Schisto 131 It-80058 Tarre Annumiata, Italy",Drugs,27/08/2024,Novartis Ghana Limited - Anysia Building 17 Ringway   OS 89 Osu   Accra,01/12/2029,EXFORGE 10/160 TABLET,Drugs and Nutraceuticals
HEALTHBEST PVT LIMITED….,DELMA PHARMA LIMITED P.O BOX TN 1671 TESHIE NUNGUA ESTATE ACCRA GHANA,Drugs,19/01/2024,"DELMA PHARMA LIMITED; PLOT NO. 488, ADJIRIGANNO, EAST LEGON, P.O.BOX TN 1676, ACCRA, GD-138-2780, GHANA",01/02/2027,KALCIBEST TABLETS,Drugs and Nutraceuticals
Bayer West Central Africa,"Bayer Oy, Turku - Pansiontie 47   20210 Turku , Finland",Drugs,23/07/2024,"Bayer Schering - (Ghana Office), P. O. Box      655, Achimota, Accra",01/09/2029,MIRENA INTRAUTERINE DELIVERY SYSTEM  (Each intrauterine delivery system contains Levonorgestrel 52mg),Drugs and Nutraceuticals
