Client_Name,Manufacturer,Category,Registration_Date,Local_Agent,Expiry_Date,Product_Name,Product_Category
"KINAPHARMA LIMITED, P.O.BOX, 241, TRADE FAIR, LA, ACCRA, GHANA","KINAPHARMA LIMITED P.O.BOX 241, TRADE FAIR LA ACCRA",Drugs,12/04/2021,"KINAPHARMA LIMITED, P.O.BOX, 241, TRADE FAIR, LA, ACCRA, GHANA",01/05/2026,DICLOKIN 50 TABLETS,Drugs and Nutraceuticals
TIL HEALTHCARE PVT LIMITED JHAVE CENTER RAFAH ANNAMALAI BUILDING 72 MARSHALL ROAD EGMIRE CHENNAI 60008 INDIA,TIL HEALTHCARE PVT LIMITED,Drugs,13/12/2023,"TIL MARKETING GHANA LIMITED, P.O.BOX 3368, SIA ACCRA-GHANA",01/11/2026,ASTYFER CAPSULES,Drugs and Nutraceuticals
Ernest Chemist Limited,ERNEST CHEMISTS LIMITED,Drugs,17/03/2025,ERNEST CHEMIT LIMITED P.O.BOX 3345 ACCRA,01/12/2027,AZIMOX,Drugs and Nutraceuticals
MULTIVET GHANA LIMITED P.O.BOX CT 5766 CANTONMENTS-ACCRA,"Hebei Yuanzheng Pharmaceuticals Co. - No.16 Liuyuann Road Shijiazhuang City, Heibei Prov, China",Drugs,06/12/2023,"MULTIVET(GH) LIMITED,P.O. BOX CT 5766 CANTOMENTS ACCRA",31/12/2026,M-ENRO 10% INJECTION,Drugs and Nutraceuticals
"ESKAY THERAPEUTICS LIMITED; P.O BOX 431 DARKUMAN 42 SOUTH INDUSTRIAL AREA ACCRA, GHANA",ESKAY THERAPEUTICS LIMITED,Drugs,13/12/2023,"ESKAY THERAPEUTICS LIMITED; P.O BOX 431 DARKUMAN 42 SOUTH INDUSTRIAL AREA ACCRA, GHANA",01/06/2028,ESKAGYL DS TABLETS,Drugs and Nutraceuticals
KINAPHARMA LIMITED,Kinapharma Limited - P.O. Box 241   Trade Fair   Accra,Drugs,02/10/2023,Kinapharma Limited - P.O. Box 241   Trade Fair   Accra,01/05/2028,PHENOBARBITONE TABLETS,Drugs and Nutraceuticals
AYRTON DRUG MANUFACTURING LIMITED P.O BOX 2149 ACCRA,AYRTON DRUGS MANUFACTURING LIMITED,Drugs,27/07/2023,AYRTON DRUG MANUFACTURING LIMITED P.O BOX 2149 ACCRA,01/08/2028,SAMALIN JUNIOR NON-DROWSY SYRUP,Drugs and Nutraceuticals
"EXXCELL PHARMA LIMITED, P.O.BOX CT 1930 ACCRA-GHANA","TRIDENT LIFELINE PVT @ MARS REMEDIES PVT LIMITED. 635, GIDC ESTATE, WAGHODIA GUJARAT",Drugs,07/08/2024,"EXXCELL PHARMA LIMITED, P.O.BOX CT 1930 ACCRA-GHANA",01/05/2029,LARREX FORTE TABLETS,Drugs and Nutraceuticals
"RENIE CHEMIST LIMITED, P.O.BOX AN 15194 ACCRA","Shijianzhung No. 4 Pharmaceutical  Co. Limited - Yangzi Road, Economic And Technological Dev'T Zone, China",Drugs,21/08/2024,"RENIE CHEMIST LIMITED, P.O.BOX AN 15194 ACCRA",01/11/2029,BLUCIPRO INFUSION,Drugs and Nutraceuticals
BIOCODEX-7 AVENUE GAL LIENI-94250 GENTILY FRANCE,BIOCODEX,Drugs,17/04/2024,Tridem Pharma Ghana Limited - 66/c Nii Bonnie Crescent Dzorwulu Accra. P.O.Box Kpmb 58 Kia Accra,01/09/2029,BIOFLOR 250MG POWDER FOR ORAL SUSPENSION,Drugs and Nutraceuticals
Ernest Chemist Limited,ERNEST CHEMIST LIMITED; P.O.BOX 3345 ACCRA,Drugs,19/11/2021,ERNEST CHEMIT LIMITED P.O.BOX 3345 ACCRA,01/12/2026,ERNEST ANTISEPTIC MOUTHWASH (ORIGINAL),Drugs and Nutraceuticals
"EDYNCA PHARMA LIMITED, P.O.BOX DT 2560, ADENTA ACCRA","KAFNAM COMPANY LIMITED, PLOT 115, TANTRA HILL, ACCRA",Drugs,25/06/2021,"EDYNCA PHARMA LIMITED, P.O.BOX DT 2560, ADENTA ACCRA",01/07/2026,ABSTA SYRUP,Drugs and Nutraceuticals
"ASTRAZENECA UK LIMITED CHARTER WAY, MACCLESFIELD SK10 2NA, UNITED KINGDOM","AstraZeneca AB - SE-151 36 Södertälje     Sweden.             , Sweden",Drugs,19/06/2023,"AstraZeneca Scientific Office (Ghana) -  1st Floor, Secant Towers, 7th Lane, Osu R.E., Accra Ghana.",01/04/2026,TAGRISSO TABLETS,Drugs and Nutraceuticals
UMEDICA LABORATORIES PVT LIMITED,TECH HEALTHCARE PVT LIMITED,Drugs,20/02/2025,SALOM PHARMACY LIMITED P.O BOX 4901 KUMASI GHANA,01/02/2030,OMEGARD CAPSULES,Drugs and Nutraceuticals
"EMCURE PHARMACEUTICAL LIMITED EMCURE HOUSE, T 184, MIDC RD, BHOSARI, PIMPRI-CHINCHWAD, MAHARASHTRA 411026, INDIA",EMCURE PHARMACEUTICAL LIMITED LANE N0 3 PHASE II SIDCO INDUSTRIAL COMPLEX BAAN BRAHMANA JIMMU 181133 INDIA,Drugs,26/08/2024,"OSON'S CHEMIST LIMITED, D759 14 KIMBERLEY AVENUE, OKAISHIE, P.O.BOX 18473, ACCRA, GHANA",01/08/2029,ZEMCIFER SUSPENSION  (Each 5ml contains Ferrous ascorbate 30mg),Drugs and Nutraceuticals
ATLANTIC LIFE SCIENCE LIMITED P.O.BOX PP 103 PRAMPRAM,"Atlantic Lifesciences Limited - Okodan Street Osu, Accra, Ghana",Drugs,09/08/2021,Atlantic Lifesciences Limited - Plot No 16/01 Larpleku Tema Aflao Road Accra,01/09/2026,NOVAGYL INFUSION,Drugs and Nutraceuticals
"Socomed Pharma Pvt Ltd - No 02 03 Maruti Paradise    Plot No 93 95 Sector 15 Cbd Belapur   Navi Mumbai 400 614, India",SOCOMED PHARMCEUTICALS PVT LIMITED,Drugs,24/10/2023,"ABYAK PHARMA LIMITED, P.O.BOX 5580 KUMASI",01/11/2026,ABYCID  SUSPENSION  (Each 5ml contains Magnesium Hydroxide BP/  Dried Aluminium Hydroxide BP Magnesium Trisilicate BP Activated Dimethicone (Simethicone) B 225mg/200mg/25mg),Drugs and Nutraceuticals
"PERFECT PHARMACEUTICALS LIMITED, P.O.BOX GP 3667, GHANA","PERFECT PHARMACEUTICALS LIMITED, P.O.BOX GP 3667, GHANA",Drugs,03/11/2021,"PERFECT PHARMACEUTICALS LIMITED, P.O.BOX GP 3667, GHANA",01/12/2026,CEEMIX SYRUP,Drugs and Nutraceuticals
TILL Healthcare Pvt Ltd,"TIL HEALTHCARE PRIVATE LIMITED - Sy. No. 78/80/81/85/86/134,   Plot no 100, West R5,   South Cherivi Village, Irugulam Post,   Sathyavedu Mandal,   Tirupati District 517588   Andhra Pradesh,, India",Drugs,21/08/2024,"TIL MARKETING GHANA LIMITED, P.O.BOX 3368, SIA ACCRA-GHANA",01/09/2029,URELOG TABLETS  (Each film-coated tablet contains (Methyl-2-Oxo Valerate/Calcium-3-Methyl-2-Oxo-Phenylpropionate / Calcium-3-Methyl-2-Oxo-Valerate/ Calcium-DL-2-Hydroxy-4/ L-lysine Acetate/ L-threonine/ L-histine/ L-Tyrosine/ L-tryptophan 101mg/ 86mg/ 68mg/ 67mg/59mg/105mg/53mg/38mg/ 30mg/23mg),Drugs and Nutraceuticals
"AXA PARENTERALS LIMITED PLOT NO 936,937&939, VILL KRISHANPUR ROORKEE 247667 DIST HARIDWAR ULTARALCHAND INDIA",AXA PARENTERALS LIMITED,Drugs,15/03/2024,HAMSGLORE LIMITED P.O BOX LT 260 LATERBIOKORSHIRE ACCRA,01/07/2026,AXADEX D5,Drugs and Nutraceuticals
"Bedita Pharmacy Ltd., Accra, G/R",ENICAR PHARMACEUTICALS PVT LIMITED,Drugs,08/07/2024,"BEDITA PHARMACY, P.O.BOX CT 3780, CANTONMENTS ACCRA, GHANA",01/12/2028,CHILD BEDIKOF COUGH,Drugs and Nutraceuticals
"MSD(PTY) LIMITED, PRIVATE BAG 3 HALFWAY HOUSE MIDRAND 1685, SOUTH AFRICA","FAREVA MAIRABEL, ROUTE DE MARSAT RIOM, CLERMONT- FERRAND CEDEX 963963, FRANCE",Drugs,02/03/2024,"WORLDWIDE HEALTHCARE LIMITED; AMENFI PLAZA PLOT 53, TEMA-MOTORWAY INDUSTRIAL AREA, SPINTEX ROAD, ACCRA-GHANA",01/12/2026,IVANZ 1G INJECTION,Drugs and Nutraceuticals
OA&J PHARMACEUTICALS LIMITED,"OA&J Phamaceuticals Ltd - Plt no. IND/A/71/G/11, Tema Heavy Industrial Area, Accra, Ghana",Drugs,02/10/2023,"OA&J PHARMACEUTICALS LIMITED, PLOT NO IND/A/71/G/11, TEMA HEAVY INDUSTRIAL AREA, ACCRA-GHANA",01/10/2029,O-FRUMIDE TABLETS  (Each tablet contains Furosemide 40mg),Drugs and Nutraceuticals
"ENTRANCE PHARMACEUTICALS & RESEARCH CENTRE, P.O.BOX CT 10805 ACCRA","ENTRANCE PHARMACEUTICALS & RESEARCH CENTRE, P.O.BOX CT 10805 ACCRA",Drugs,23/09/2021,"ENTRANCE PHARMACEUTICALS & RESEARCH CENTRE, P.O.BOX CT 10805 ACCRA",01/10/2026,ALVITE CAPSULES,Drugs and Nutraceuticals
"RENIE CHEMIST LIMITED, P.O.BOX AN 15194 ACCRA",PROWILL PHARMACEUTICALS PVT LIMITED,Drugs,17/04/2024,"RENIE CHEMIST LIMITED, P.O.BOX AN 15194 ACCRA",01/12/2026,BLUKOF CHILDREN DRY COUGH,Drugs and Nutraceuticals
ERNEJOYSON LIMITED P.O.BOX KN 4088 KANESHIE-ACCRA,JIANGX BOLAI PHARMACY CO. LIMITED,Drugs,01/03/2024,ERNEJOYSON LIMITED P.O.BOX KN 4088 KANESHIE-ACCRA,31/12/2026,LA IVERMECTIN 2% INJECTION,Drugs and Nutraceuticals
"RONAK EXIM PVT LIMITED; SANT KABIR ROAD, BEHIND GENDI GATE POLICE STATION BARODA VADODARA 390001 GUJARAT, INDIA","Acme Formulations - Ropar Road Nalagarh Solan Himachal Pradesi - 17410, India",Drugs,08/03/2024,"Roxin Ghana Limited - Pmb 78,Osu No. 12 Osu Avenue Ext. Switch Back Road, Adjacent Police Hq. Cantonments Accra",01/04/2027,RONALUFEN DS SUSPENSION,Drugs and Nutraceuticals
PHARMANOVA LIMITED NO 3 OKODAN STREET OSU MANHEAN ACCRA GHANA,"PHARMANOVA LIMITED NO. 3 OKODAN STREET OSU-MANHEAN ACCRA, P.O.BOX AT 579 ACCRA",Drugs,11/11/2021,"PHARMANOVA LIMITED; P.O.BOX AT 579, ACHIMOTA ACCRA",02/12/2026,LOSAT HTZ FORTE TABLETS,Drugs and Nutraceuticals
"STRIDES SHASUN LIMITED STRIDES HOUSE BILEKAHALLI, BANNERGHATTA ROAD, BANGALORE 560076, INDIA","Strides Pharma Science Ltd.     - , 36/7            	Swagajaklarahalli, indlavadi cross,Anekal taluk Bangalore- 562106 , India",Drugs,22/05/2023,"Pharma Symbiosis Limited - House. No. 13 Kofi Asante Ofori-Atta, Airport West, Accra",01/06/2026,TABLETS  (Each tablet contains Dolutegravir Sodium 500mg),Drugs and Nutraceuticals
GLENMARK PHARMACEUTICALS LIMITED B/2 MAHALAXMI CHAMBERS 22 BHALABHAI DESAI RD P.O BOX 265111 MUMBAI 400026 INDIA,GLENMARK PHARMACEUTICALS LIMITED.,Drugs,31/07/2023,"SUPRA PHARMA LIMITED; NO. 6 NII BONIE LOOP DZORWULU PMB CT 333 CANTONMENTS, GHANA",01/11/2026,DERIVA AQUEOUS GEL,Drugs and Nutraceuticals
"SANDOZ PHARMACEUTICAL DD VEROVŠKOVA ULICA 57, 1000 LJUBLJANA, SLOVENIA",SANDOZ PHARMACEUTICALS d.d.,Drugs,10/07/2023,"SANDOZ D. D. ANYSIA BUILDING NO 17 RINGWAY ESTATE OSU, PMB OS 89 OSU ACCRA",31/12/2026,LEVETIRACETAM SANDOZ,Drugs and Nutraceuticals
"RONAK EXIM PVT LIMITED; SANT KABIR ROAD, BEHIND GENDI GATE POLICE STATION BARODA VADODARA 390001 GUJARAT, INDIA","BAADER SCHULZ LABORATORIES, PLOT NO. J-6, OIDC, MAHATMA GHANDI UDYOG NAGAR, DHABHEL, DAMAN, 396210, U.T. INDIA",Drugs,17/04/2024,"ROXIN GHANA LIMITED; NO 12 OSU AVENUE EXT, SWITCH BACKGROUND, ADJACENT POLICE HQ CANTONMENT, ACCRA GHANA",01/08/2029,ROXIDOL TABLETS,Drugs and Nutraceuticals
"AXA PARENTERALS LIMITED PLOT NO 936,937&939, VILL KRISHANPUR ROORKEE 247667 DIST HARIDWAR ULTARALCHAND INDIA","Axa Parenterals Limited - Plot No 936,937&939 Vill Kishnapur Jamalpur Roork, India",Drugs,26/08/2024,"Kripa Pharma Limited  - 804/96 Agbani Street,Opp. New Page School, Kokomlemle,Accra – 23301. Ghana",01/08/2029,AXAZOLID INTRAVENOUS INJECTION,Drugs and Nutraceuticals
"BAODING SUNLIGHT HEIB MEDICAMENT CO. LIMITED, NO 3881, GREAT WALL SOUTH STREET. BAODING CITY HEBEI PROVINCE CHINA",BAODING SUNLIGHT HERB MEDICAMENT CO LIMITED NO 3881 GREAT WALL SOUTH STREET HEBEI PROVINCE CHINA,Drugs,16/09/2024,"MEDIVET, P.O.BOX WJ 550 WEIJA ACCRA",01/10/2029,AMPROVET 20 WATER SOLUBLE POWDER   (Each gram contains  Amprolium Hydrochloride 200mg ),Drugs and Nutraceuticals
"LAVINA PHARMACEUTICALS PVT. LIMITED, SATRA PLAZA, OFFICE NO.402 PLOT NO. 19-20, SECTOR-19 D, PALM BEACH RD, NAVI MUMBAI, MAHARASHTRA 400703, INDIA","Emil Pharmaceutical Industries Private Limited - J-76, MIDC, Tarapur, Boisar, Dist-Palghar 401506, Maharashtra State, India",Drugs,19/04/2024,ERNEST CHEMIT LIMITED P.O.BOX 3345 ACCRA,01/05/2029,OMECET 20 CAPSULES,Drugs and Nutraceuticals
"SDG-P MOCENT PHARMACY LIMITED; P.O.BOX BA 355 KUMASI, BANTAMA, GHANA","DR KONS LIFECARE, PLOT N0 70, GUAJARST INDUSTRIAL PARK, MALASANA ROAD, AT KANODAR TA: PALANPUR DIST: BANASKANTHA, GUAJARAT-385520-INDIA",Drugs,19/06/2025,"SDG-P MOCENT PHARMACY LIMITED; P.O.BOX BA 355 KUMASI, BANTAMA, GHANA",01/07/2030,NEROZYME SUSPENSION,Drugs and Nutraceuticals
PFIZER SPECIALITIES LIMITESD 7TH FLOOR 21 LUGGARD V IKOYI LAGOS  NIGERIA,"ACS Dobfar S.p.A - Viale Addetta, 2a/12 – 3/5 20067 Tribiano Milano, Italy",Drugs,18/03/2024,"Pfizer Specialties Limited - C/O Iqvia 7 Barnes Road Farrar Avenue, Adabraka, Accra",01/09/2026,ZINFORO,Drugs and Nutraceuticals
OA&J PHARMACEUTICALS LIMITED,"OA&J PHARMACEUTICALS LIMITED, PLOT NO IND/A/71/G/11, TEMA HEAVY INDUSTRIAL AREA, ACCRA-GHANA",Drugs,09/02/2022,"OA&J PHARMACEUTICALS LIMITED, PLOT NO IND/A/71/G/11, TEMA HEAVY INDUSTRIAL AREA, ACCRA-GHANA",01/03/2027,AMLOSAR 5/50 TABLETS,Drugs and Nutraceuticals
AYRTON DRUG MANUFACTURING LIMITED P.O BOX 2149 ACCRA,AYRTON DRUG MANUFACTURING LIMITED,Drugs,17/03/2025,AYRTON DRUG MANUFACTURING LIMITED P.O BOX 2149 ACCRA,01/03/2030,FERRODEX,Drugs and Nutraceuticals
"BEXIMCO PHARMACEUTICALS LIMITED 19 DHAMMONDI P/A ROAD, NO.07, DHAKA 1205, BANGLADESH","Beximco Pharmaceuticals Limited - 19 Dhanmondi R/A, Road No. 7 Dhaka 1205, Bangladesh",Drugs,28/08/2024,Hills Pharmaceuticals Limited - P.O. Box GP 14672 Accra,01/09/2029,OLOPAN EYE DROP  (Each 1ml contains Olopatadine hydrochloride 1mg),Drugs and Nutraceuticals
"ESKAY THERAPEUTICS LIMITED; P.O BOX 431 DARKUMAN 42 SOUTH INDUSTRIAL AREA ACCRA, GHANA",SKANT HEALTHCARE PLOT NO 1802 AND 1805 GIDC PHASE II VAPI 390195 DISTRICT VALSAD GUJARAT INDIA,DRUGS,22/08/2024,"ESKAY THERAPEUTICS LIMITED; P.O BOX 431 DARKUMAN 42 SOUTH INDUSTRIAL AREA ACCRA, GHANA",01/01/2029,SKYSTAT 5MG TABLETS,Drugs and Nutraceuticals
"POKUPHARMA LIMITED, P.O.BOX 3009, KUMASI-GHANA",POKUPHARMA LIMITED,Drugs,15/04/2024,"POKUPHARMA LIMITED, P.O.BOX 3009, KUMASI-GHANA",01/10/2028,NABIL,Drugs and Nutraceuticals
UNICHEM INDUSTRIES LIMITED,"UNICHEM INDUSTRIES LIMITED, P.O.BOX 15146 ACCRA",Drugs,30/08/2021,"UNICHEM INDUSTRIES LIMITED, P.O.BOX 15146 ACCRA",01/09/2026,METROLEX F TABLET,Drugs and Nutraceuticals
Lavina Pharmaceuticals Pvt. Ltd,"Lavina Pharmaceuticals Pvt Ltd - Office No 402 4th Floor Satra Plaza   Plot No 19 20 Sector 19D    Vashi Navi Mumbai 400703, India",Drugs,02/07/2024,Ernest Chemist Limited - P.O. Box 3345   Accra,01/08/2029,SSS THROAT LOZENGES-ORANGE WITH VITAMIN C,Drugs and Nutraceuticals
"M&G PHARMACEUTICALS, P.O.BOX GPO 1681 ACCRA",M&G PHARMACEUTICALS LIMITED,Drugs,07/04/2025,"M&G PHARMACEUTICALS, P.O.BOX GPO 1681 ACCRA",01/10/2030,EMGIFLOX,Drugs and Nutraceuticals
PHARMANOVA LIMITED NO 3 OKODAN STREET OSU MANHEAN ACCRA GHANA,"PHARMANOVA LIMITED NO. 3 OKODAN STREET OSU-MANHEAN ACCRA, P.O.BOX AT 579 ACCRA",Drugs,11/11/2021,"PHARMANOVA LIMITED; P.O.BOX AT 579, ACHIMOTA ACCRA",01/12/2026,DICLONOVA PLUS TABLETS,Drugs and Nutraceuticals
PHYTO  RIKER (GIHOC) PHARAMACEUTICALS LIMITED P.O BOX AN 5266 ACCRA NORTH,"PHYTO-RIKER (GIHOC) PHARMACEUTICALS LIMITED, P.O.BOX AN 5233 ACCRA",Drugs,30/07/2021,PHYTO  RIKER (GIHOC) PHARAMACEUTICALS LIMITED P.O BOX AN 5266 ACCRA NORTH,01/08/2026,FLEMEX ADULT COUGH SYRUP,Drugs and Nutraceuticals
NEW GLOBAL PHARMACEUTICAL LIMITED,NEW GLOBAL PHARMACEUTICAL LIMITED P.O.BOX 2448 ACCRA,Drugs,23/09/2021,NEW GLOBAL PHARMACEUTICAL LIMITED P.O.BOX 2448 ACCRA,01/10/2026,LEMMY C SYRUP,Drugs and Nutraceuticals
"RONAK EXIM PVT LIMITED; SANT KABIR ROAD, BEHIND GENDI GATE POLICE STATION BARODA VADODARA 390001 GUJARAT, INDIA","Baader Schulz Laboratories - Plot No. J-6, 0.1.D.C.M.G Udyog Nagar Dabhel, Dama, India",Drugs,15/04/2024,"ROXIN GHANA LIMITED; NO 12 OSU AVENUE EXT, SWITCH BACKGROUND, ADJACENT POLICE HQ CANTONMENT, ACCRA GHANA",01/05/2029,RONZOLE-40 CAPSULES,Drugs and Nutraceuticals
"RONAK EXIM PVT LIMITED; SANT KABIR ROAD, BEHIND GENDI GATE POLICE STATION BARODA VADODARA 390001 GUJARAT, INDIA","BAADER SCHULZ LABORATORIES, PLOT NO. J-6, OIDC, MAHATMA GHANDI UDYOG NAGAR, DHABHEL, DAMAN, 396210, U.T. INDIA",Drugs,17/04/2024,"ROXIN GHANA LIMITED; NO 12 OSU AVENUE EXT, SWITCH BACKGROUND, ADJACENT POLICE HQ CANTONMENT, ACCRA GHANA",01/08/2029,ROXIDOL EXTRA TABLETS,Drugs and Nutraceuticals
PHARMANOVA LIMITED NO 3 OKODAN STREET OSU MANHEAN ACCRA GHANA,PHARMANOVA LIMITED NO 3 OKODAN STREET OSU MANHEAN ACCRA GHANA,Drugs,25/08/2021,"PHARMANOVA LIMITED; P.O.BOX AT 579, ACHIMOTA ACCRA",01/09/2026,SIMPLE LINCTUS COUGH SYRUP,Drugs and Nutraceuticals
NEW GLOBAL PHARMACEUTICAL LIMITED,NEW GLOBAL PHARMACEUTICAL LIMITED P.O.BOX 2448 ACCRA,Drugs,23/09/2021,NEW GLOBAL PHARMACEUTICAL LIMITED P.O.BOX 2448 ACCRA,01/10/2026,GLOCET SYRUP,Drugs and Nutraceuticals
"BLISS GVS PHARMA LIMITED 102 HYDE PARK SAKI VIHAR ROAD, ANDHERI (EAST), MUMBAI 400072, INDIA",NAPROD LIFESCIENCES PVT LIMITED,Drugs,10/07/2023,"ASTERIX LIFESCIENCES (GH) LIMITED P.O.BOX CT 3160, ACCRA",01/08/2026,BLAFOL 1,Drugs and Nutraceuticals
DAS PHARMA  LIMITED; P.O.BOX 5258 ACCRA,"DANNEX AYRTON STARWIN PLC, P.O.BOX 5258 ACCRA-NORTH",Drugs,31/05/2021,DAS PHARMA LIMITED P.O.BOX 5258 ACCRA,01/06/2026,FERRODEX SYRUP,Drugs and Nutraceuticals
"BLISS GVS PHARMA LIMITED 102 HYDE PARK SAKI VIHAR ROAD, ANDHERI (EAST), MUMBAI 400072, INDIA","M/s Absun Pharma - Office No. 208, 2nd Floor,Punchashil Commercial Complex,Mumbai, India",Drugs,03/09/2024,"ASTERIX LIFESCIENCES (GH) LIMITED P.O.BOX CT 3160, ACCRA",01/11/2029,BGMET 500 TABLETS,Drugs and Nutraceuticals
"RONAK EXIM PVT LIMITED; SANT KABIR ROAD, BEHIND GENDI GATE POLICE STATION BARODA VADODARA 390001 GUJARAT, INDIA","Baader Schulz Laboratories - Plot No. J-6, 0.1.D.C.M.G Udyog Nagar Dabhel, Dama, India",Drugs,15/04/2024,"Roxin Ghana Limited - Pmb 78,Osu No. 12 Osu Avenue Ext. Switch Back Road, Adjacent Police Hq. Cantonments Accra",01/05/2029,RONZOLE-20 CAPSULES,Drugs and Nutraceuticals
"SHALINA HEALTHCARE DMCC; C315, 2 FARRAR AVE, ACCRA","GR INDUSTRIES LIMITED,  P.O.BOX 3368, ACCRA, GHANA",Drugs,08/10/2021,"SHALINA HEALTHCARE GHANA LIMITED, 289/4 OFFICIAL TOWN AMIN STREET ADABRAKA ACCRA GHANA",01/11/2026,SHALTOUX JUNIOR COUGH,Drugs and Nutraceuticals
EARTHMONK PHARMACEUTICALS PVT. LIMITED,"MARS REMEDIES PVT. LIMITED, 635, G.I.D.C, ESTATE, WAGHODIA, GUJARAT, INDIA.",Drugs,01/03/2024,"ACTION PHARMA LIMITED; P.O.BOX 10989, KUMASI GHANA",01/10/2026,ARTKET-LM,Drugs and Nutraceuticals
"EMCURE PHARMACEUTICAL LIMITED EMCURE HOUSE, T 184, MIDC RD, BHOSARI, PIMPRI-CHINCHWAD, MAHARASHTRA 411026, INDIA",EMCURE PHARMACEUTICAL LIMITED LANE N0 3 PHASE II SIDCO INDUSTRIAL COMPLEX BAAN BRAHMANA JIMMU 181133 INDIA,Drugs,06/08/2024,"OSON'S CHEMIST LIMITED, D759 14 KIMBERLEY AVENUE, OKAISHIE, P.O.BOX 18473, ACCRA, GHANA",01/08/2029,ZEMCIFER TABLET  (Each tablet contains Ferrous ascorbate 50mg),Drugs and Nutraceuticals
LETAP PHRAMCEUTICALS LIMITED P.O BOX GP 3346,LETAP PHARMACEUTICALS LIMITED P.O BOX 3346 ACCRA,Drugs,10/04/2024,"LETAP PHARMACEUTICALS LIMITED; P.O.BOX 3346 PLOT 107, GRAPHIC ROAD ACCRA, GHANA",01/09/2029,LETAVIT,Drugs and Nutraceuticals
"BASELINE PHARMACEUTICALS LIMITED. OPPOSITE THE AAYALOLO BUS TERMINAL NEAR COCOA HOUSE, TUDU-ACCRA","Mars Remedies Private Limited - 635, Gidc Estate,Waghodiya 391760 Vadodara Gujarat, India",Drugs,23/08/2024,BASELINE PHARMACY P.O.BOX 16977 ACCRA NORTH GHANA,01/09/2029,VIVON TABLETS,Drugs and Nutraceuticals
"VITABIOTICS LIMITED1 APSLEY WAYLONDON, NW2 7HF","Meyer Organics Private Limited - Iod, 2Nd Phase Pennya Industrial Area 3Rd Main, Be, India",Drugs,20/03/2023,"OMEGA MEYER GN LIMITED 19 NORTH INDUSTRIAL AREA, P.O.BOX KN 3507 ACCRA GHANA",01/05/2026,KIDICARE-D SYRUP,Drugs and Nutraceuticals
GLENMARK PHARMACEUTICALS LIMITED B/2 MAHALAXMI CHAMBERS 22 BHALABHAI DESAI RD P.O BOX 265111 MUMBAI 400026 INDIA,GLENMARK PHARMACEUTICALS LIMITED.,Drugs,31/07/2023,"SUPRA PHARMA LIMITED; NO. 6 NII BONIE LOOP DZORWULU PMB CT 333 CANTONMENTS, GHANA",01/06/2026,CANDID LOTION,Drugs and Nutraceuticals
ACINO PHARMA BIRSWEG 24253 AG LEISBERG SWITZERLAND,"Merckle Gmbh - Luduig, Merckle-Strusse 3, 89143 Blaubeuren, Germany",Drugs,21/07/2023,"GOKALS-LABOREX, P.O.BOX GP 623, 7 BARNES ROAD/FARRAR AVENUE, NEAR HOLY SPIRIT CATHEDRAL, ACCRA, GHANA",01/08/2026,XYLO ACINO CHILD	 SPRAY  ( Xylometazoline Hydrochloride 0.05%w/v),Drugs and Nutraceuticals
VMD N.V,LABORATOIRES BIORE,Drugs,18/03/2024,FRANKATSON LIMITED; P.O.BOX KN 835 ACCRA,01/12/2026,OXYTETRACYCLINE-10 SOLUTION FOR INJECTION,Drugs and Nutraceuticals
JOHNSON & JOHNSON LIMITED BPK 24/MAIN ROAD / HOOFWEG 241 RETREATE  7945 SOUTH AFRICA,JOHNSON & JOHNSON (PTY) LIMITED,Drugs,21/07/2023,"IQVIA - No. 1 Airport Square, 3rd Floor, Volta Street, Airport City, Accra Ghana",01/08/2026,BENYLIN PAEDIATRIC,Drugs and Nutraceuticals
LETAP PHRAMCEUTICALS LIMITED P.O BOX GP 3346,LETAP PHARMACEUTICALS,Drugs,02/07/2023,"LETAP PHARMACEUTICALS LIMITED; P.O.BOX 3346 PLOT 107, GRAPHIC ROAD ACCRA, GHANA",31/12/2027,LETAVIN TABLETS,Drugs and Nutraceuticals
SALOM PHARMACY LIMITED P.O BOX 4901 KUMASI GHANA,"SALOM PHARMACY LIMITED, P.O.BOX 4901 KUMASI",Drugs,12/08/2021,SALOM PHARMACY LIMITED P.O BOX 4901 KUMASI GHANA,01/09/2026,SALO-C SYRUP,Drugs and Nutraceuticals
"LES LABORATORIES SERVIES (LLS) 50 RUE CARNOT 92284 SURESNESS CEDEX, FRANCE",EGIS PHARMACEUTICAL PVT COMPANY PRODUCTION SITE 07 KORMED 9900 KORMEND MATYAS KIRALY KIRALY 65 HUNGARY,CAPSULES,27/05/2024,"GOKALS-LABOREX, P.O.BOX GP 623, 7 BARNES ROAD/FARRAR AVENUE, NEAR HOLY SPIRIT CATHEDRAL, ACCRA, GHANA",01/07/2027,VASTAREL 80MG CAPSULES,Drugs and Nutraceuticals
"BELCO PHARMA PVT LIMITED A3314 PASCHIM VIHAR, NEW DELHI 110063, INDIA",BELCO PHARMA,Drugs,24/05/2024,"HILLS PHARMACY LIMITED NO. 47014 ADDITROM ROAD ADABRAKA, ACCRA GHANA",01/04/2027,CARDOVASC XL TABLETS,Drugs and Nutraceuticals
